1.94806444266e+31, -8.0924161523e+19, 8.50642364974e+19, -9.06269931323e+19, 49.6690463202, 2.11594776627, 44.0429738779
7.71169396115e+30, 5.71036722858e+19, -9.26569242399e+19, -2.18286376402e+19, 21.7826988595, 53.4014143566, 7.75679714938
9.46890022452e+30, -8.07401378163e+19, 1.03694502075e+20, -7.96612346849e+19, 36.4573666901, 20.7759889181, 14.4936254814
1.00433832257e+30, 5.08079237368e+19, -1.06660664671e+20, -8.91438463863e+19, 13.6114418141, 3.32452423566, 26.7349830925
3.634113898e+29, 1.02686468469e+20, -1.5423871172e+19, -7.59614225507e+19, 57.6708115462, 1.19408665421, 56.6655217933
1.98433163201e+31, -3.84405752229e+18, -9.86759089094e+19, -8.40585383749e+19, 7.01203245239, 32.5646803047, 5.3690647156
2.14974218379e+31, -1.18173742016e+20, -2.96593779342e+19, 8.8692674489e+19, 0.220030872277, 48.5735188795, 46.787704431
1.37965542452e+31, 8.66455260056e+19, 8.02128370401e+19, 1.10396008928e+20, 38.1525145918, 20.4029738058, 39.1646072165
2.10204197222e+30, -8.93535433865e+19, -2.40223774696e+18, -1.04683271254e+20, 27.6502727984, 4.70847732495, 35.1758808165
4.30778102946e+29, 1.54706373088e+18, 8.53727553551e+19, 3.56598285211e+19, 44.1193020828, 18.2195405264, 46.1085931285
1.99303217318e+30, 9.12820083271e+19, -6.68687497768e+19, -1.19403576424e+20, 27.3053233541, 55.6783870644, 11.4245377677
4.45651393044e+30, -8.61788186259e+19, 1.53707414576e+19, -9.73971989636e+19, 63.254185968, 3.04146417509, 51.804017447
5.48323268985e+30, -5.85622298538e+19, -7.42877906779e+19, -6.68531609534e+19, 31.8934078477, 5.55625517076, 15.0293727956
2.34662493051e+31, -5.78051145682e+19, 8.96283916261e+18, -2.2459229973e+19, 47.1523489413, 39.2771648022, 28.3812261481
1.47039669189e+31, 1.1423395193e+19, 9.39728858407e+19, 1.08660992924e+20, 11.3286278314, 4.82050423546, 14.629109361
8.0306897357e+30, 1.1375597264e+20, -9.50055511077e+18, 7.44095087116e+19, 19.16554392, 61.4316062127, 23.9085143914
1.96876394327e+31, 8.54704950249e+19, 3.532328789e+19, 6.41643748845e+19, 37.1513377075, 42.4349902781, 21.1443423387
1.88239892663e+31, -7.63594404541e+19, -7.46538553439e+19, 2.34865096128e+19, 22.3911826499, 18.7375779485, 14.9175931476
6.5028279646e+30, 6.07705173684e+19, 1.0992414465e+20, 1.03586298124e+20, 58.5079977412, 5.4718352488, 58.1688952312
2.20570244059e+31, 4.04659550647e+19, 3.63451287373e+19, 5.10768925887e+18, 14.495873912, 26.282017286, 13.9217886406
2.16849595167e+31, 5.57456518442e+19, 1.15292538049e+20, -2.78384500228e+19, 6.80600060251, 63.1610420659, 2.05889433323
5.94035413677e+30, 6.18596282162e+19, 4.28490882361e+19, 6.98183582182e+19, 18.9529602055, 2.45269850429, 20.9426651075
1.12058704495e+31, 1.1892054547e+20, -4.09975338474e+18, 8.24209226251e+19, 40.8590270839, 63.5136770142, 36.4440586481
8.11835505209e+29, -7.92492471176e+19, 3.9458480923e+19, -5.81244361031e+18, 23.168175441, 14.565430252, 44.695313101
4.98552737579e+30, -6.13672109929e+19, -2.5385053317e+19, -1.11703159617e+20, 12.3594816302, 1.3248738483, 57.3328440531
9.43901202451e+30, 7.77148678152e+19, 1.01259767361e+20, 1.03805015098e+20, 15.0108878078, 53.2744719513, 10.2580121334
3.81154811904e+30, -5.19631006892e+19, -1.07661981415e+20, -3.2479627968e+17, 29.8609472458, 55.0536378091, 41.0049768693
2.31650404247e+31, 8.73767885158e+19, 6.54919647199e+19, 1.08852625334e+20, 3.06164990085, 55.3232371566, 23.4025391544
1.73447985972e+31, -4.85267987399e+19, 9.7377674288e+19, -1.08208928964e+20, 18.5654268167, 54.9569027697, 58.3005165889
1.02455315389e+31, 1.01974287841e+20, 6.04560033954e+19, -7.2268306699e+19, 58.9312437387, 4.75235367527, 50.8583295074
1.27312660673e+31, 1.00874819358e+20, -1.26359594445e+19, 4.67236292799e+19, 64.2488483841, 33.9689514725, 15.9626892143
1.91303276481e+31, 1.03408015079e+20, 1.62203379552e+19, 9.4980903511e+19, 27.3296592627, 40.6861227582, 1.75954273178
6.75731368963e+30, 1.7396114299e+19, 1.38983336685e+19, -5.88213695181e+19, 49.7222269977, 39.8871921417, 47.9367350625
1.16953239386e+31, 6.56083769188e+18, 3.91237987899e+19, 1.14950620309e+20, 52.4926953823, 30.0914516425, 37.7903265735
2.15031545461e+31, 1.04069017894e+20, 7.42287623383e+19, 6.62987067813e+19, 42.520864853, 60.526351428, 6.4061027872
5.77044134611e+30, 6.48726181708e+19, 1.07758585075e+20, 3.43081261141e+19, 8.05492909954, 34.1825615033, 49.5062516711
1.29842526345e+31, -9.75830938095e+19, -5.39765203185e+18, -5.45217200178e+19, 20.3968942946, 10.4609536631, 18.228774811
1.0693862795e+31, -3.7395014564e+19, -1.38485076701e+19, -9.7843553575e+19, 59.6307082903, 33.7111548678, 31.7019576595
1.45066114748e+31, 8.18001427226e+19, -3.57430096438e+19, 3.13121747661e+19, 46.1424148448, 5.66187363012, 17.8573129225
1.52346262484e+31, 1.06242761038e+20, -3.78894853826e+19, -5.05373409037e+19, 12.7581937526, 36.9839870289, 60.1628232297
2.15824912242e+31, -9.65920251676e+19, -9.86035037226e+19, 6.8156677637e+19, 52.6951234035, 53.245034551, 43.7065490442
2.02679199648e+31, -3.51898296963e+19, 3.0213953761e+19, 1.00816666826e+20, 29.8382070845, 47.921304893, 10.7176649158
