bhole, 3.073619979771212e+32, 6.75133503296495e+307, 7.989611987793238e+307, 3.855219369702277e+307, 0.0, 0.0, 0.0
bhole, 1.8153774603430963e+31, 8.491740890384898e+307, 3.0219005206881637e+307, 7.853553894283496e+307, 0.0, 0.0, 0.0
bhole, 1.5609997718361795e+32, 6.991594967792119e+307, 1.2553030179545703e+308, 1.1335453758203822e+308, 0.0, 0.0, 0.0
star, 6.014813040017524e+29, 9.867979166199515e+307, 1.2333801916375606e+308, 8.770882783794242e+307, 45.65007811350413, 13.984037112736772, 64.09048907935994
star, 3.302895058716597e+30, 1.2397431181075113e+308, 1.0586789903549152e+308, 4.3778821295793414e+307, 9.603899187774712, 56.62720657331331, 12.211259564733952
star, 6.30525969886478e+30, 2.7892400990635526e+307, 7.287830868453969e+307, 6.756127796857401e+307, 61.60970047515263, 19.890554308473405, 30.87558591247528
star, 2.0898918951374593e+31, 4.915875295363217e+307, 8.970384967988517e+307, 4.38526124496498e+307, 15.680065194792677, 46.78502175304524, 11.029418744612295
star, 2.0611408789970337e+31, 7.121503927313201e+307, 9.476453400584854e+307, 5.270512116369331e+307, 20.16202788351787, 4.802312319989057, 37.28808891261578
star, 2.006910852739022e+31, 1.1768513868662391e+308, 5.45373178236243e+307, 2.7051838014154754e+307, 59.75265396973538, 22.205788227104076, 24.641928129359737
star, 1.51459453563868e+31, 8.741588180989555e+307, 9.648205792281503e+307, 3.159077766675723e+307, 22.158436023880526, 34.39712758693256, 13.308636681825238
star, 2.4384165809506643e+30, 4.532923254258912e+307, 4.683575450707847e+307, 1.3173907717358742e+308, 54.90223833188707, 31.356129138885432, 10.51267577706642
star, 2.3686377095130574e+31, 6.953030737555017e+307, 8.674403210014823e+307, 2.644953442267326e+307, 17.277801568362992, 12.169828487313037, 18.805581124538662
star, 2.0878586278447073e+31, 7.201413987175276e+307, 1.4357925386648985e+308, 7.532534669435773e+307, 55.46348692008352, 4.068577201054038, 63.5172692534099
planet, 2.582609517452466e+25, 1.0140613001918307e+308, 6.693060052389098e+307, 6.664414891828899e+307, 54.74175535759821, 6.053538322078716, 43.8743545780383
