star, 2.1294098268899115e+31, 6.2284869157344625e+19, 9.927203387475445e+19, 6.6878316544367935e+19, 45.858356811253884, 24.54720952017287, 56.60395904886467
planet, 1.9620671665771585e+24, 1.0985478105182205e+20, 7.524961871830263e+19, 5.064119405245512e+19, 84.52020143594578, 141.77110045970662, 21.42970477621434
minor, 6.143894437429726e+20, 7.601643398198149e+19, 6.207655990663707e+19, 1.0287253182630347e+20, 424.6493621612057, 142.62388946185942, 460.4520170503808
bhole, 9.390185795981617e+31, 3.0414854834840625e+19, 7.760347911098152e+19, 9.505101011298004e+19, 0.0, 0.0, 0.0
minor, 6.563207623968889e+20, 1.1637703471049205e+20, 3.5372378123019583e+19, 3.637254764957846e+19, 110.74737612264246, 143.06996964730394, 168.13749012475023
star, 4.312155548228739e+30, 5.814310124100549e+19, 4.895990517489769e+19, 8.897751888663685e+19, 48.417308377085305, 15.134633686356429, 52.36132628336538
minor, 3.5085506594960664e+20, 1.0197629075573106e+20, 4.314395799368198e+19, 8.524726491914335e+19, 40.979558398963654, 388.18263957309125, 73.28560948794059
moon, 9.1279827101195e+22, 6.85775996936823e+19, 6.213503661567525e+19, 1.0052953890324282e+20, 29.605462656178105, 8.30984555556839, 10.364679072894734
planet, 1.1914016012518079e+25, 7.739293678472878e+19, 9.966674543687208e+19, 1.1944218695518698e+20, 46.462196240262514, 54.14602937030442, 112.02009048625449
giant, 9.047518617794252e+27, 8.458667211839118e+19, 9.886086144290537e+19, 6.998345731595605e+19, 13.47104663652133, 12.845442791943963, 11.240811885970839
bhole, 1.8129804170328187e+32, 1.19384230307963e+20, 7.829800991490605e+19, 8.248221522042503e+19, 0.0, 0.0, 0.0
star, 5.364710985215443e+29, 9.996108984752968e+19, 8.72046008393361e+19, 1.0693265466768753e+20, 50.965017783379984, 3.8791632714150364, 50.90352439314926
bhole, 3.2200767575144694e+31, 5.183036323130024e+19, 5.03924456917368e+19, 1.1324008396584785e+20, 0.0, 0.0, 0.0
minor, 3.896288924112942e+20, 2.4165393241314652e+19, 9.526865325640822e+19, 1.0323888584795613e+20, 164.7310260653735, 56.704562548943855, 69.49861460830479
star, 1.7011481673822843e+31, 1.207665041333906e+20, 1.0658644979586846e+20, 2.480245192361739e+19, 21.850879552193955, 16.029405251271978, 7.467394070762097
minor, 8.426125359043014e+20, 9.496476667665977e+19, 7.067562304476688e+19, 1.2066703699844773e+20, 149.81999875113422, 536.152656555414, 123.16540063819265
star, 2.2107001386053854e+30, 6.133062629177792e+19, 8.960564211551134e+19, 9.55717719950571e+19, 61.27285311467551, 29.518111540526558, 19.654562229302435
planet, 7.133684058890123e+25, 3.417578195633756e+19, 1.1423858053101494e+20, 5.2644509885958275e+19, 81.7285384578684, 35.74031486676644, 102.20491438553402
giant, 1.986581826254059e+28, 1.0810788525252646e+20, 1.0416721503897613e+20, 4.013506981306271e+19, 4.611380913008192, 9.65494952612704, 11.17063440101931
moon, 1.4965782162199677e+23, 3.588917134383979e+19, 2.4709635608355246e+19, 8.160807720432737e+19, 27.851795513624232, 20.087352222823174, 10.418535661906992
minor, 2.069467519076956e+20, 1.0267373602414736e+20, 6.22370159415845e+19, 1.1205612647757103e+20, 273.55883208279096, 510.00767304370675, 320.399857959217
moon, 1.449432149425181e+23, 1.1499831323945858e+20, 6.121415411770841e+19, 5.9900595758676484e+19, 7.794695752001629, 20.16118564695435, 19.88544629481272
moon, 9.521498343018038e+22, 2.914559499592556e+19, 3.693983988113847e+19, 7.545426155985499e+19, 26.606195273997105, 14.023661836798665, 15.926595139120977
planet, 4.227614791749785e+25, 1.0602482362796935e+20, 1.048962900207422e+20, 5.424101512547664e+19, 27.75138833416109, 101.76256129865779, 53.38815864962917
planet, 9.99665159232395e+25, 7.412509609488133e+19, 4.267580448014553e+19, 1.0186962232365384e+20, 44.225425825557274, 10.764731747217255, 117.84048603418235
planet, 5.9856021534720124e+25, 9.03257354104746e+19, 9.184265952290616e+19, 6.7093720496919675e+19, 12.416052172341356, 56.892421105635876, 83.49313450515572
moon, 9.810472852819547e+22, 1.1430207952520567e+20, 1.128831441757812e+20, 4.054132664527364e+19, 12.961166269161694, 29.36759209211185, 12.571877631539586
giant, 1.9291160378584571e+28, 6.726271441364459e+19, 4.43477216555073e+19, 1.1318742984849942e+20, 14.264090887011893, 5.009698274936907, 5.929880673883711
minor, 4.672309003106136e+20, 5.043873859532186e+19, 9.8312960761433e+19, 4.778061004893744e+19, 222.77126183013308, 235.56016729598937, 422.90022446909023
star, 5.77747485770287e+30, 4.956434612774125e+19, 1.2344276233567522e+20, 4.909521903620293e+19, 9.01897542224738, 9.741684674612355, 20.94686934662015
giant, 1.787457354328073e+28, 3.996482941014463e+19, 1.2024173969334107e+20, 4.162512750115117e+19, 6.189192975435437, 13.881020720604603, 4.023589441848907
minor, 4.6249878320944873e+20, 1.0282332805833744e+20, 7.1965269890683585e+19, 8.878500553029874e+19, 510.45948517685184, 147.70725021157742, 392.68185644486897
moon, 9.127002515100975e+22, 8.624283187617779e+19, 2.48056534677558e+19, 7.8136969197964e+19, 26.95389718540701, 14.169581714982984, 26.613690211134667
star, 9.914541440688183e+30, 1.1607695880279323e+20, 3.882877190845663e+19, 8.651867977950524e+19, 47.81394503520787, 2.5061018853684347, 10.710063959926634
moon, 6.256898414287836e+22, 1.0806990626936286e+20, 8.635546401916795e+19, 1.2538661727308746e+20, 12.136385426279373, 20.505264072891993, 12.980540361488382
giant, 8.21146694683763e+27, 9.33900682273785e+19, 1.0404550882013227e+20, 5.651295691687449e+19, 11.965025523188228, 7.242571290608116, 8.602361220344548
giant, 2.1005052607045214e+28, 9.713293328791808e+19, 4.415659093144401e+19, 2.8610786344736715e+19, 14.49651960857111, 2.977480524669293, 3.5663278815635833
giant, 1.3070118915086992e+28, 7.760439479263114e+19, 1.1496893992240662e+20, 1.0322761565936407e+20, 6.563214608990953, 13.439748215905574, 8.25807030189829
moon, 5.171860862755651e+22, 3.1184784278775476e+19, 1.2410837035503632e+20, 3.812990726706496e+19, 4.411052845384644, 15.830922174461527, 4.166200762783696
bhole, 3.869151721122476e+32, 5.981003776008938e+19, 5.584995295968525e+19, 7.197231811511685e+19, 0.0, 0.0, 0.0
minor, 3.3159571058784036e+20, 1.2209807406118353e+20, 1.1443505087517113e+20, 4.102572823370444e+19, 499.13524158344666, 236.07991765779693, 520.7397953402373
moon, 9.453915877160294e+22, 6.126838727566116e+19, 9.732578406441635e+19, 1.0424559756169576e+20, 8.21606094699371, 21.228303487844887, 16.618634042127958
star, 2.0729356787578652e+31, 9.346074218060084e+19, 1.1251311426735853e+20, 9.545224794494932e+19, 25.681995894741625, 3.370316841961963, 45.03583373357897
planet, 5.752858525697437e+25, 7.143989294245539e+19, 1.1965619135093147e+20, 8.429836493983367e+19, 110.73325457412408, 29.884597790017924, 137.67427213190808
planet, 7.704256510288507e+25, 5.429081079563646e+19, 1.0005459982038893e+20, 3.585325763425724e+19, 64.466769784668, 25.14855097930545, 45.60984106997135
star, 2.102963861720231e+31, 7.41734882139111e+19, 6.893758047098749e+19, 4.582315887585093e+19, 56.650998666347135, 10.109485551299079, 63.610074752293386
giant, 1.720586788092446e+28, 2.7399222385631113e+19, 6.83092487041289e+19, 4.6732526634808754e+19, 9.59060606448065, 9.991865917607258, 5.828272114671293
moon, 6.229125135788616e+22, 1.0575600423311185e+20, 4.087204876095746e+19, 1.2105232625337498e+20, 8.618958386764156, 29.223690447666772, 13.006403860160768
minor, 8.534257605234558e+20, 9.82685029682637e+19, 6.869401265499868e+19, 5.282109267263039e+19, 341.27430022232767, 337.1509571411414, 117.78067199266978
